asin,price
B00BSXX6WC,98
B00BSY1ZZ6,58
B00BSY64NY,8
B00BSY6TDO,30
B00BSY6U0Q,39
B00BSY6U8I,56
B00BSY6UAQ,53
B00BSY6UE2,79
B00BSY72IK,67
B00BSY78VQ,7
B00BSY7CFS,87
B00BSYPBGA,85
B00BSYYWJM,5
B00BSZTPAM,45
B00BSZU9AM,27
B00BT016K8,13
B00BT0J8ZS,25
B00BT0JC9U,27
B00BT0N7D2,48
B00BT0NCQ4,42
B00BT0NGOC,49
B00BT0Q2IY,45
B00BT1DZVK,80
B00BT1SBG4,16
B00BT1T1ZY,54
B00BT1XR6I,52
B00BT1XRQ8,79
B00BT21P5C,72
B00BT21QNS,13
B00BT29504,60
B00BT31BZK,93
B00BT4GDD4,38
B00BT4HP4U,72
B00BT4RWAM,26
B00BT5CFV2,6
B00BT66IPK,66
B00BT6OBK4,54
B00BT708ZU,20
B00BT76124,71
B00BT7A0J4,29
B00BT7A2LU,82
B00BT7DZI2,59
B00BT7E4DM,63
B00BT7VNWC,19
B00BTC9QWQ,37
B00BTCA51C,54
B00BTF4BM8,31
B00BTFHQS4,42
B00BTFYHWC,79
B00BTFYI1W,15
B00BTG44MY,92
B00BTG4XIY,82
B00BTGMBVU,95
B00BTGMFZ2,73
B00BTGS9MA,24
B00BTGSEAM,95
B00BTGSI94,15
B00BTGTC6M,16
B00BTH38ZM,60
B00BTHPWLU,90
B00BTHPWOW,26
B00BTI3IBU,82
B00BTI3O9Q,49
B00BTI8H9S,75
B00BTIDOO6,52
B00BTIDUHW,22
B00BTIDW4S,69
B00BTIDXVU,89
B00BTIEA76,46
B00BTIEB5M,10
B00BTIEPM6,81
B00BTJKHEK,99
B00BTJQRTO,73
B00BTJYH1Y,14
B00BTK9K0G,92
B00BTK9PK6,72
B00BTKA352,35
B00BTKEW2C,76
B00BTKF2BM,48
B00BTKFV5E,2
B00BTKMKJ4,45
B00BTKNEOO,9
B00BTKVIVK,3
B00BTLVBO8,39
B00BTMAWN8,28
B00BTMGBD8,36
B00BTMGGOC,55
B00BTMSI6Q,31
B00BTMT306,35
B00BTMTC1G,41
B00BTN2DSY,65
B00BTNA1QU,40
B00BTNA7HS,1
B00BTNQFNI,95
B00BTOEZSY,19
B00BTOLY24,99
B00BTPAP50,65
B00BTPNMVE,59
B00BTPO6NM,45
B00BTPOFSI,98
B00BTPZODS,50
B00BTPZWAS,85
B00BTQ05ZO,93
B00BTQ114S,86
B00BTQAB3U,36
B00BTQAFVS,8
B00BTQKD9C,35
B00BTQTUDM,24
B00BTRDYB0,79
B00BTRMEQ6,2
B00BTRMMS6,16
B00BTRS3PM,2
B00BTRS712,54
B00BTRSOJ2,96
B00BTSNTFK,52
B00BTTJ85Y,87
B00BTTJ8E0,51
B00BU1E40K,6
B00BU34A9S,88
B00BU3SXXC,78
B00BU3XI32,91
B00BU40QAY,2
B00BU494MU,2
B00BU52Z70,84
B00BU61OVM,84
B00BU67NY4,51
B00BU67YQ6,23
B00BU68EPG,10
B00BU68R3A,7
B00BU6KPY4,25
B00BU6L9B2,26
B00BU781P8,38
B00BU7CCVM,60
B00BU7CJOM,1
B00BU7CNC0,75
B00BU7KBRE,42
B00BU7M4YC,53
B00BU7TYBS,3
B00BU81ADM,13
B00BU81FIC,74
B00BU8DS0A,32
B00BU93GLK,91
B00BU99QQY,97
B00BUA53L0,96
B00BUA5E78,79
B00BUA8A8S,61
B00BUAQAVC,15
B00BUAZL12,30
B00BUBKUNA,51
B00BUBS9KG,86
B00BUBSBSQ,77
B00BUC4RNS,40
B00BUCBVYQ,23
B00BUCCA8C,29
B00BUCCNFM,38
B00BUCJGF2,33
B00BUCJV70,40
B00BUD1PFK,52
B00BUD1QUY,51
B00BUD26QC,72
B00BUDR964,75
B00BUE7T4A,64
B00BUEKFX2,88
B00BUEKIIY,4
B00BUEPUP0,50
B00BUF4ATG,57
B00BUFBS6Y,28
B00BUFER12,86
B00BUFF0OU,58
B00BUFF1GW,14
B00BUFF4ZA,40
B00BUFR2U0,31
B00BUFR5V6,79
B00BUFS6PK,27
B00BUG7MNG,1
B00BUG7SN0,77
B00BUGFZDK,18
B00BUGG37M,86
B00BUHQB5U,48
B00BUKRA5W,41
B00BUKRA8Y,49
B00BUKRAIE,71
B00BUKRAJI,41
B00BUKRALG,73
B00BUKRAUC,28
B00BUMQ3SK,33
B00BUOWFBC,37
B00BUP6PWQ,41
B00BUPDH6I,63
B00BUPUUPE,81
B00BUQ1D90,40
B00BUQ5TVS,11
B00BUQBZBG,72
B00BUR5O3U,73
B00BUR609W,40
B00BURDLAI,46
B00BURKSO0,84
B00BURQ5WO,62
B00BURQNHG,3
B00BURYQHK,88
B00BUT3II6,79
B00BUT8MIW,93
B00BUTLJUU,73
B00BUTLKGS,32
B00BUTLS7E,14
B00BUTLY3W,16
B00BUTY6TQ,70
B00BUUKVE4,99
B00BUUOYU6,94
B00BUUP6AI,86
B00BUUURWU,41
B00BUUUVQC,22
B00BUV24DE,64
B00BUVDDY8,22
B00BUVDQ3Q,18
B00BUVDZ2S,32
B00BUVM0BA,3
B00BUVV9F8,71
B00BUVWR2C,54
B00BUVXPZ0,38
B00BUW9MHY,1
B00BUWX6GM,0
B00BUY8CAA,25
B00BUYLEGO,15
B00BUYLKEU,52
B00BUYSNE0,44
B00BUYSVVU,10
B00BUYT6AA,48
B00BUZ3DMQ,34
B00BUZ3EKW,15
B00BUZHVMO,95
B00BV0A3AU,33
B00BV0A5SK,90
B00BV0IM9E,95
B00BV218FW,98
B00BV2WC0M,75
B00BV2WC0W,18
B00BV308E8,18
B00BV5K1Y8,56
B00BV6DR3Y,39
B00BV6W0NM,25
B00BV7457U,76
B00BV7E9Z8,59
B00BV847HC,96
B00BV8U14K,65
B00BV8Z72G,49
B00BV8ZCJY,28
B00BV9ECNK,72
B00BV9EDLQ,78
B00BV9J6BI,92
B00BV9JD84,51
B00BV9R8TK,8
B00BVA2QBO,67
B00BVA2XIK,4
B00BVAXS2A,7
B00BVAYAVI,85
B00BVBGEJS,89
B00BVBGPL0,26
B00BVBONKU,22
B00BVC1KGE,95
B00BVC1SSE,24
B00BVC7XCE,72
B00BVCZNFI,97
B00BVDAD9I,57
B00BVDAQHW,48
B00BVDRHN8,33
B00BVEHHWS,12
B00BVEHKUM,64
B00BVFH06U,58
B00BVFLY6W,53
B00BVFX53W,45
B00BVGOUJO,64
B00BVHVB1S,70
B00BVIQW66,80
B00BVJG256,85
B00BVJG512,76
B00BVJGBYI,24
B00BVKW01A,49
B00BVKW6DC,5
B00BVL9F44,31
B00BVLUR0U,70
B00BVMPC90,20
B00BVMPOFW,59
B00BVNH75Q,97
B00BVOHQMO,23
B00BVOHUC0,33
B00BVOI0ME,21
B00BVOL3V4,94
B00BVOPX1U,31
B00BVOQ2Y2,30
B00BVOURPC,48
B00BVP76OG,51
B00BVPDL2W,83
B00BVR3JFY,86
B00BVR73P6,87
B00BVR9W00,86
B00BVRE390,41
B00BVRQTR4,92
B00BVRQWMQ,11
B00BVSBY9G,51
B00BVSCA80,48
B00BVSCG3Y,1
B00BVSWX6Y,6
B00BVT4CZI,9
B00BVTU4FA,35
B00BVU6ZX4,78
B00BVUL6BU,28
B00BVV41DO,75
B00BVV47CE,42
B00BVV49RC,27
B00BVV744M,90
B00BVVY36E,20
B00BVW7DTC,74
B00BVWEXIG,66
B00BVWNP6W,41
B00BVXQS1U,22
B00BVYTWJE,38
B00BW01QW8,30
B00BW1PCX6,21
B00BW1QWZS,70
B00BW24W4A,98
B00BW3AYB4,14
B00BW3OL4U,4
B00BW4AYV8,13
B00BW4LZ4S,52
B00BW4LZ52,56
B00BW4UMA6,21
B00BW4VYBM,49
B00BW5RNO8,90
B00BW5SFX6,42
B00BW6KXV2,94
B00BW6U0EM,3
B00BW73VVU,94
B00BW74OH0,97
B00BW7BA6I,70
B00BW7BVDA,24
B00BW7BYLY,80
B00BW7KJ38,0
B00BW7VZ2M,75
B00BW8KO00,41
B00BW9FHOM,83
B00BW9G5HU,37
B00BW9LE0S,91
B00BW9LNNG,18
B00BW9RJS4,35
B00BWA1NOE,29
B00BWACFE6,70
B00BWACROY,50
B00BWB0PTM,9
B00BWB10TG,95
B00BWB6T06,51
B00BWB9PS4,94
B00BWBENRM,17
B00BWBEZ2U,99
B00BWBKKU6,95
B00BWBOQNI,87
B00BWBTV24,99
B00BWBV168,38
B00BWBV27Q,58
B00BWDCWBY,6
B00BWDMEBC,91
B00BWDNF1K,45
B00BWDUTD2,56
B00BWEUU9O,57
B00BWEV9PI,62
B00BWF3OL4,93
B00BWF3P5E,51
B00BWF8YZU,25
B00BWFJ7N8,69
B00BWFNUMC,29
B00BWG4HSM,65
B00BWG4VU6,1
B00BWG55KQ,80
B00BWG9QP6,52
B00BWGCDVU,10
B00BWGCMS4,4
B00BWGX382,1
B00BWH9858,65
B00BWH9KMO,90
B00BWHJ5T2,33
B00BWHJQBO,95
B00BWHVU6S,33
B00BWHWKFS,91
B00BWIJ7DK,96
B00BWIJA6E,35
B00BWIY7GM,41
B00BWJ2ZVK,40
B00BWKBSOY,10
B00BWL33H8,38
B00BWL9LFG,70
B00BWM2WLA,11
B00BWQA0QA,41
B00BWQVK0K,87
B00BWQW7ZC,19
B00BWQW8BU,60
B00BWREMFO,19
B00BWSNTDY,10
B00BWSO3V6,21
B00BWSP3A6,29
B00BWT3OEW,65
B00BWU0HDM,12
B00BWU7UHI,81
B00BWUCOEC,18
B00BWUD1RQ,82
B00BWUHSEI,89
B00BWUXAD6,74
B00BWV2NDS,44
B00BWV2OSW,77
B00BWV8AHQ,27
B00BWVEWZU,61
B00BWVMFQ8,72
B00BWVY1R4,56
B00BWWBF2W,83
B00BWWKBCW,51
B00BWWMME2,18
B00BWXAPG8,0
B00BWY1C4Q,67
B00BWY1Z7A,31
B00BWY3UKU,41
B00BWYE0T0,24
B00BWYERQ6,25
B00BWZ9XKA,38
B00BWZA1J2,16
B00BWZAAXY,28
B00BWZAC6E,10
B00BWZEDNC,38
B00BWZEPKS,1
B00BX0PTPM,52
B00BX0QJ60,23
B00BX2B5QW,32
B00BX2BV16,52
B00BX2T8VQ,56
B00BX39QXU,73
B00BX3ASQO,92
B00BX400VQ,66
B00BX4AIN6,89
B00BX4AO9E,77
B00BX5EC9Q,19
B00BX5EHNC,52
B00BX5FMW2,4
B00BX5S21A,80
B00BX65VSG,38
B00BX6ICSC,73
B00BX74PG4,60
B00BX7FTUU,81
B00BX853GY,99
B00BX8IG8Q,6
B00BX8IP8W,36
B00BX8IR94,63
B00BX9H36G,52
B00BXDU4JK,22
B00BXE1YD4,5
B00BXEO1A2,29
B00BXFAZ8S,95
B00BXIJ6QM,96
B00BXIJWSO,46
B00BXIJZK4,43
B00BXJ25GE,98
B00BXJAOOY,58
B00BXJB182,0
B00BXK176M,63
B00BXK96TM,99
B00BXKF402,86
B00BXKXGFM,1
B00BXKY6VA,20
B00BXL9SHG,75
B00BXMAR16,91
B00BXMBUVC,12
B00BXNM9QG,38
B00BXNNO2Y,87
B00BXO4C2Y,15
B00BXOAT4Y,0
B00BXOAVLA,43
B00BXOBP9M,3
B00BXOIFMM,18
B00BXP93PO,6
B00BXPBIAM,79
B00BXPHQF8,57
B00BXPHWM0,61
B00BXPHYUA,4
B00BXPIHLA,72
B00BXPNX9G,38
B00BXPOVEM,20
B00BXPPKOW,32
B00BXQ565O,20
B00BXQN3FE,91
B00BXQN8P4,50
B00BXQVC1Q,43
B00BXQVN2O,12
B00BXRI0LK,36
B00BXROXOI,65
B00BXROZWS,91
B00BXRUU4K,79
B00BXSFD00,38
B00BXSG6LK,99
B00BXSS51E,61
B00BXSSJJC,62
B00BXSTV8A,2
B00BXT2I20,19
B00BXTPIB8,54
B00BXTQ04C,88
B00BXTQR4U,27
B00BXTYBH0,72
B00BXU2E8W,82
B00BXUHL9O,76
B00BXUHS7E,49
B00BXUJBBA,38
B00BXUSL02,17
B00BXV0G9U,81
B00BXVLPJA,32
B00BXWNNPS,18
B00BXWYPDW,90
B00BXXTM9S,97
B00BY4AWYU,65
B00BY5QWQG,71
B00BY5QXDS,96
B00BY5QYRI,57
B00BY5TYWU,95
B00BY5UR6W,89
B00BY5XRHI,65
B00BY5XRJQ,42
B00BY5XSIG,88
B00BY6LFNU,73
B00BY6LJ72,37
B00BY77JH0,92
B00BY7UYNG,58
B00BY7V1O2,58
B00BY83V4E,77
B00BY847NI,19
B00BY8QIVW,56
B00BY9DMOW,76
B00BY9E0V6,54
B00BY9J07U,82
B00BYBIHKO,72
B00BYC5KBC,24
B00BYETBBU,11
B00BYEW02M,68
B00BYFA1LS,91
B00BYFFQJU,33
B00BYFZ3TI,76
B00BYG47WQ,20
B00BYG8RXG,81
B00BYGSD58,75
B00BYH107A,97
B00BYH1K9S,31
B00BYH3TTM,35
B00BYH3Y6U,86
B00BYHCGR8,84
B00BYHP0DU,65
B00BYHQ1WO,29
B00BYHU0PS,35
B00BYHU21K,82
B00BYHUF4E,66
B00BYHUHYC,57
B00BYK0OE2,77
B00BYKXDOK,68
B00BYLQHEC,62
B00BYLQP6W,37
B00BYLQS3C,3
B00BYLQSXW,95
B00BYLQXQ4,50
B00BYLR232,2
B00BYMPW42,69
B00BYMQ3OA,67
B00BYOAJ52,99
B00BYPC0XK,52
B00BYPWISM,52
B00BYQ7D7W,71
B00BZ1QHPK,64
B00BZ1QHRI,97
B00BZ1QHRS,43
B00BZ4O9MK,48
B00BZ4TAGA,37
B00BZ4TAIS,55
B00BZ509LO,54
B00BZ5EPI2,30
B00BZ5I826,2
B00BZ6GJO4,34
B00BZ8EAZW,87
B00BZ8EP34,75
B00BZ8ETJO,41
B00BZ8HZ9A,71
B00BZ8IWN8,67
B00BZ96RIY,95
B00BZ9P12M,89
B00BZ9P500,29
B00BZA0S2E,90
B00BZA0SB0,78
B00BZAAY5K,58
B00BZAUBF8,37
B00BZBBWBY,43
B00BZDCP4A,52
B00BZDE8L8,7
B00BZDQVVS,23
B00BZE8LAG,34
B00BZE98Y4,95
B00BZEQ62G,15
B00BZGONS8,26
B00BZHJCQ0,26
B00BZHNSEM,69
B00BZHNTQY,91
B00BZHZGUQ,15
B00BZJZZW8,11
B00BZKITMK,92
B00BZLG6PQ,76
B00BZO3IUY,0
B00BZODJZS,21
B00BZPICO0,38
B00BZPIGXW,96
B00BZPIHN6,16
B00BZPII3K,7
B00BZPII6M,64
B00BZPIIIK,70
B00BZPIIOE,81
B00BZPJRQM,53
B00BZPJRQW,73
B00BZPJRRG,93
B00BZPJRTY,94
B00BZPJRW6,16
B00BZPJSV6,10
B00BZPJT6A,24
B00BZPLGVG,48
B00BZPLHJM,3
B00BZPLJ86,54
B00BZQ2WNG,94
B00BZR2AQE,63
B00BZTBKMW,99
B00BZTOP0G,82
B00BZTWZDA,85
B00BZTX1V0,99
B00BZTX4RG,11
B00BZU2E0I,21
B00BZU8DDU,90
B00BZUHOBC,93
B00BZW572S,8
B00BZW5E7G,54
B00BZW5HGY,44
B00BZWLARY,32
B00BZWRWL2,85
B00BZWRZQE,25
B00BZWWC8K,86
B00BZWX3NS,37
B00BZX5CX6,8
B00BZXDKW6,40
B00BZXLEEM,41
B00BZXM0YK,0
B00BZXQLSQ,78
B00BZY9P0Q,72
B00BZZ0K4K,40
B00BZZG1G6,25
B00BZZY04Q,5
B00C007K3I,53
B00C00C29K,34
B00C00IAVO,74
B00C00IKD2,67
B00C00YWC0,40
B00C015H6E,99
B00C01JIOQ,89
B00C026WKI,73
B00C02FBM8,18
B00C02FBR8,38
B00C02S3NC,57
B00C06484G,59
B00C06O0UI,1
B00C07EKH0,94
B00C087RZ6,66
B00C08FU0U,94
B00C08FXFC,22
B00C0A9HEI,87
B00C0APCJ2,22
B00C0APLCK,69
B00C0APOJ0,26
B00C0AUEU4,50
B00C0B2EE2,82
B00C0B7LSQ,72
B00C0B7NCK,93
B00C0BVDEO,37
B00C0BVS1C,57
B00C0C2266,68
B00C0CLCXU,97
B00C0CPCRW,83
B00C0CPCU4,84
B00C0CPCXG,81
B00C0CTSL8,86
B00C0D2MAQ,45
B00C0DV7D4,81
B00C0E82KE,83
B00C0EJC7Q,60
B00C0EP36A,45
B00C0EV99A,45
B00C0FZ6DY,16
B00C0G25AA,59
B00C0HB7DK,12
B00C0HOYS0,91
B00C0HPA1U,46
B00C0I5QJA,34
B00C0ITA3S,68
B00C0J15US,61
B00C0J7AEI,97
B00C0JBQ4S,55
B00C0JD0QK,69
B00C0JGXE6,18
B00C0JHYR6,71
B00C0JRMFA,69
B00C0K26DW,0
B00C0KVGVK,65
B00C0L3E0U,67
B00C0L3G26,68
B00C0L3NC4,95
B00C0LJRTM,39
B00C0LKQC4,45
B00C0LY2JM,18
B00C0M53QM,72
B00C0MHC7K,53
B00C0NTHOK,10
B00C0QEKK8,44
B00C0U5ZIK,59
B00C0UF8GE,60
B00C0UFBFW,73
B00C0UFBXE,38
B00C0ULZ84,32
B00C0V4PPS,56
B00C0W872O,39
B00C0WKINU,28
B00C0XQ2B6,96
B00C0XU1HM,31
B00C0XU6UY,92
B00C0Y8YT8,89
B00C0YEAVO,32
B00C0YIZ0Q,98
B00C0YRR6Y,41
B00C0YT4S8,5
B00C0YTKYQ,94
B00C0Z5S3M,74
B00C0ZQ2OG,71
B00C0ZQH1O,2
B00C0ZVKHK,76
B00C0ZVQ42,0
B00C1009YE,80
B00C100CTG,67
B00C102SZM,83
B00C105MHI,11
B00C106KM4,52
B00C107DLQ,19
B00C10DHVG,35
B00C10FE6M,5
B00C10MB36,8
B00C111UTG,56
B00C112NVK,92
B00C11IGCK,78
B00C11XQLG,61
B00C126RFM,8
B00C1289WG,39
B00C12XRAU,6
B00C12XXBI,83
B00C132JMQ,47
B00C1383VM,40
B00C143230,1
B00C14KSH8,41
B00C14XDL6,87
B00C14XX02,45
B00C14ZTHM,6
B00C150EVM,30
B00C15C5OG,48
B00C16SXAK,36
B00C16T11K,74
B00C16YL10,32
B00C1755PU,30
B00C179IGM,93
B00C17MVPC,60
B00C17RE3G,58
B00C1AEUXK,78
B00C1C8JLM,22
B00C1FXADQ,95
B00C1FXXN8,81
B00C1FXXYC,75
B00C1GTQ2Y,35
B00C1H94W0,90
B00C1HCF5S,28
B00C1HLPM2,94
B00C1IK1R6,2
B00C1IUXQA,60
B00C1JFSTQ,64
B00C1JG5O8,39
B00C1JU8F0,97
B00C1JU93G,14
B00C1K5N2W,14
B00C1K5PG6,53
B00C1K62MC,93
B00C1KDM6Q,39
B00C1KDSSS,86
B00C1KOO72,60
B00C1KPKVG,68
B00C1KWW1C,17
B00C1L8F1M,77
B00C1LFF6A,92
B00C1LUIOY,80
B00C1LUK9M,39
B00C1M1G3U,70
B00C1MD8JA,10
B00C1MDDOU,39
B00C1MM9QS,28
B00C1MZH3K,34
B00C1MZLIG,54
B00C1MZN5C,12
B00C1N4ADW,66
B00C1N959Q,3
B00C1NCJ3A,91
B00C1NCOOE,22
B00C1NCRTQ,49
B00C1NCUL6,15
B00C1NWR6E,63
B00C1O6EHQ,2
B00C1O7BQY,81
B00C1O8CE4,7
B00C1PYQBG,68
B00C1PZ5ES,48
B00C1R2HZG,88
B00C1RAVVI,50
B00C1RAXX4,26
B00C1RJ8PS,59
B00C1RXD2M,82
B00C1SGD28,95
B00C1SL34G,26
B00C1T0G34,99
B00C1TNVP4,40
B00C1UGV4G,18
B00C1UH10Y,19
B00C1V39HC,13
B00C1VKJZ2,64
B00C1Y6RCS,83
B00C25U1UU,55
B00C266D7E,32
B00C26IUKM,77
B00C276U44,31
B00C27ZEQO,90
B00C29AFMK,34
B00C29ATIA,6
B00C2A3EI6,67
B00C2AJ1L0,42
B00C2AV4YM,80
B00C2BB77K,82
B00C2BT6W8,16
B00C2BWP6W,93
B00C2BWP7Q,28
B00C2BWPKI,47
B00C2BY28Q,47
B00C2C1LCK,33
B00C2C7ZCA,25
B00C2C8XV2,8
B00C2CH3MM,96
B00C2D3XXE,75
B00C2D45Q8,36
B00C2D48YM,32
B00C2D9VKS,0
B00C2DFSRI,47
B00C2DKWBU,90
B00C2DLEG2,66
B00C2DQCBY,57
B00C2DWLWI,89
B00C2E18A8,63
B00C2E9XEQ,26
B00C2ELC1I,29
B00C2EQ3MG,48
B00C2EYA1W,15
B00C2EYPXK,54
B00C2EZ5L6,39
B00C2F5SHG,80
B00C2FCC0M,39
B00C2FCDRO,56
B00C2FCKA4,1
B00C2FIGGG,44
B00C2FIQC0,79
B00C2G28YQ,85
B00C2G2S7S,10
B00C2HEW8A,74
B00C2HFFC2,18
B00C2HXUAQ,97
B00C2HXX62,26
B00C2I56Z2,78
B00C2ISM9E,86
B00C2IZAPS,38
B00C2IZF58,67
B00C2IZFQM,78
B00C2JOLG6,26
B00C2JOLQG,85
B00C2JOLQQ,30
B00C2JOO7M,36
B00C2JOOP4,12
B00C2JOUKS,61
B00C2L7N4G,20
B00C2LQJ8C,47
B00C2LWGXO,31
B00C2LWJAY,99
B00C2PEFWU,0
B00C2QQKSG,42
B00C2RDSSA,87
B00C2RE6LI,97
B00C2REABO,60
B00C2RT7QC,99
B00C2RT7QM,33
B00C2RT7QW,45
B00C2RT7R6,17
B00C2RT7RQ,21
B00C2RVPWQ,29
B00C2RVQWA,31
B00C2RVRHE,19
B00C2RXWAY,30
B00C2RXWQS,40
B00C2SNR12,60
B00C2T08NG,26
B00C2TCQUE,64
B00C2TCQXG,50
B00C2UAK8S,11
B00C2UIMJW,11
B00C2V4W2W,58
B00C2WCC0K,87
B00C2WEAGY,35
B00C2WUKFE,17
B00C2XFGY8,39
B00C2YRAQE,43
B00C2YRX2U,94
B00C2YSE5K,31
B00C2YSYJQ,34
B00C30H7OM,16
B00C30RR7Y,31
B00C30TKNS,39
B00C31H2VO,79
B00C31PZJU,61
B00C32N5RI,9
B00C32NBR2,38
B00C32UHB0,99
B00C333TZU,42
B00C3341BG,11
B00C33445E,72
B00C334CS8,66
B00C339UM6,97
B00C33OBHU,8
B00C33OS0K,86
B00C33OVOI,85
B00C34PYKW,87
B00C36QV66,37
B00C36R3GI,93
B00C36RJCQ,34
B00C3720H4,9
B00C372PI8,2
B00C37CH7W,93
B00C37QQCE,85
B00C37QSZ4,70
B00C37ZPZI,15
B00C38LIBW,27
B00C38RUG4,18
B00C39G88E,11
B00C3A3KDY,44
B00C3F0CLC,12
B00C3FKZFU,31
B00C3G0568,74
B00C3G05IQ,45
B00C3GKOQ4,82
B00C3GKOQE,2
B00C3GSJJS,30
B00C3GSNDA,44
B00C3GXCFE,89
B00C3GXF88,66
B00C3GY1ZO,37
B00C3HQ7B4,17
B00C3IENQE,96
B00C3JDUJ4,34
B00C3JEP7U,25
B00C3JF2OU,69
B00C3JQE1U,23
B00C3JSB3E,27
B00C3KCPHQ,64
B00C3L7SBI,98
B00C3L8BNM,93
B00C3LDFFG,90
B00C3LDR90,33
B00C3LYO6A,60
B00C3M447I,17
B00C3M45PY,15
B00C3MCXW6,79
B00C3MKKS0,10
B00C3MOCXY,46
B00C3MPFTY,81
B00C3N1E8Y,12
B00C3N2QZY,18
B00C3NBRUO,45
B00C3NTO1S,68
B00C3NTR06,4
B00C3NUDP4,37
B00C3NUELW,43
B00C3NZVEC,66
B00C3O06LO,3
B00C3O09NE,74
B00C3O0MQI,37
B00C3O6T2Y,88
B00C3ODKBM,8
B00C3ODRTC,20
B00C3OHEGE,96
B00C3OMW9I,18
B00C3ON3CI,72
B00C3ON3IM,93
B00C3OQMTE,46
B00C3OR32O,43
B00C3OR51S,76
B00C3OU6VE,22
B00C3P2CJ2,89
B00C3P2SR8,2
B00C3P2ZLC,0
B00C3P34JO,99
B00C3PK4P6,91
B00C3PK67C,80
B00C3PTT6G,66
B00C3QAHD4,23
B00C3QW7OQ,83
B00C3T28OC,44
B00C3T2L80,15
B00C3U1LFI,9
B00C3U21F2,56
B00C3U7GAM,53
B00C3U9U4M,88
B00C3UKXK2,50
B00C3UL07C,73
B00C3UNXNG,41
B00C3VQA0S,80
B00C3XVNEO,11
B00C3Y0K92,10
B00C404E60,69
B00C40AE0A,9
B00C4105EE,68
B00C41095Y,42
B00C41Q2QE,25
B00C41ZCQ0,75
B00C42BDTE,36
B00C42NW70,50
B00C42T2JC,16
B00C42U5WA,69
B00C438Y4A,54
B00C43CEFK,17
B00C43FKHY,31
B00C43K7UE,79
B00C43V3SO,67
B00C440LJU,65
B00C4412YI,14
B00C448DL8,64
B00C44C3RS,92
B00C44HB8Y,95
B00C44N7KU,48
B00C44PTO2,4
B00C44PW5I,27
B00C44TCMC,1
B00C44VEK0,93
B00C44YSA8,33
B00C44YV3C,62
B00C44YYCK,8
B00C450IVK,60
B00C456EJU,66
B00C45BQT8,56
B00C45BTA4,33
B00C45C002,33
B00C45HJJE,81
B00C45RQVU,39
B00C45X8G2,20
B00C46JS8I,81
B00C46TG76,44
B00C473FVI,45
B00C479TN6,69
B00C479VF2,0
B00C47FG5Q,60
B00C494R7W,99
B00C4A6RLK,95
B00C4ABNEG,24
B00C4AERRQ,66
B00C4AERSU,50
B00C4AIZMY,48
B00C4BA3V4,79
B00C4BA3W8,30
B00C4BA44K,12
B00C4BA64I,66
B00C4BA6A2,42
B00C4BBMAK,34
B00C4BBMKA,47
B00C4BERTS,59
B00C4BET8W,44
B00C4BI1YK,31
B00C4BI4Q0,75
B00C4BS6OU,7
B00C4BSKEQ,92
B00C4C85D6,50
B00C4CF4V2,35
B00C4CH36G,62
B00C4CK8PE,74
B00C4CSM2U,57
B00C4D0B8C,7
B00C4DGG22,1
B00C4DJ2F0,46
B00C4DSCGK,74
B00C4E1F3Q,42
B00C4E1J2S,93
B00C4E1UY0,66
B00C4F859M,8
B00C4FSCIG,42
B00C4FSLCS,72
B00C4G20YC,25
B00C4G79F2,29
B00C4G7EIE,54
B00C4GJ8I8,34
B00C4GJ8K6,13
B00C4HNKYA,20
B00C4HP5H0,45
B00C4HPAKW,96
B00C4I7OWI,35
B00C4IRQYY,55
B00C4ISOPO,29
B00C4JLOZK,7
B00C4L9IHO,34
B00C4L9P4K,10
B00C4LH3QC,81
B00C4LWNO4,14
B00C4MEZLC,14
B00C4MF0QG,26
B00C4MFE4E,54
B00C4MFGJ2,92
B00C4O12PM,97
B00C4OKJ9C,85
B00C4QSABO,88
B00C4QWWNQ,11
B00C4S55I8,22
B00C4TV1QC,75
B00C4U6MJ2,92
B00C4U6MJC,95
B00C4U6MJM,65
B00C4U6MJW,61
B00C4U6MME,51
B00C4U6MOC,96
B00C4U6MPQ,29
B00C4U6N6Y,43
B00C4U6NIM,55
B00C4UEV4A,73
B00C4V5AA8,99
B00C4VFS2I,72
B00C4VG95S,20
B00C4VTIII,10
B00C4VU29W,3
B00C4W3MD4,52
B00C4W7G8Q,84
B00C4W7GCW,41
B00C4W7GYK,74
B00C4X3P2G,13
B00C4X562S,34
B00C4X5JSE,70
B00C4X5RBI,18
B00C4XBJME,20
B00C4XBQWC,0
B00C4XBS52,98
B00C4XCP9U,18
B00C4XHZVS,63
B00C4XIORM,62
B00C4XJBTC,55
B00C4XJHNM,39
B00C4Y3Y6W,44
B00C4Y402O,6
B00C4YD6PG,97
B00C4YDJ7G,56
B00C4YI1WY,8
B00C4YOKKQ,9
B00C4YU0R8,62
B00C4Z0I06,26
B00C4Z6KVW,37
B00C4Z7MM8,43
B00C4ZBJXQ,22
B00C50N1J0,93
B00C50NDP2,51
B00C50NDPC,66
B00C50UJ8Q,59
B00C50VP7K,65
B00C50WRDQ,9
B00C51299M,37
B00C5137FW,52
B00C51AB24,13
B00C51ARA0,24
B00C51ASDQ,57
B00C51HA6E,37
B00C51HBJ0,14
B00C51UEB2,73
B00C52C95A,86
B00C52CBDK,54
B00C52CM20,33
B00C52F1A0,12
